Dấu thời gian,Bạn bao nhiêu tuổi?,Hiện tại bạn đang cư trú ở đâu?,Bạn đã sử dụng sữa rửa mặt bao giờ chưa?,Nguyên nhân bạn chưa sử dụng sữa rửa mặt là gì?,Giới tính của bạn là?,1. Bạn sử dụng sữa rửa mặt với mục đích gì?,2. Da của bạn thuộc loại da gì?,3. Bạn thường sử dụng sữa rửa mặt bao nhiêu lần một ngày?,4. Bạn sử dụng sữa rửa mặt khi nào?,5. Bạn thường mua sữa rửa mặt ở đâu?,6. Bạn tiếp cận thông tin về sữa rửa mặt qua đâu?,7. Bạn đang sử dụng sữa rửa mặt chiết xuất từ đâu?,8. Dạng sữa rửa mặt bạn đang sử dụng là gì?,9. Bạn có thích sữa rửa mặt có mùi hương không?,9.1. Bạn yêu thích sữa rửa mặt có hương liệu trái cây nào nhất?,9.2. Bạn yêu thích sửa rửa mặt có hương liệu rau củ nào nhất?,9.3. Bạn yêu thích sửa rửa mặt có hương liệu hoa cỏ nào nhất?,10. Bạn thường mua sản phẩm với dung tích bao nhiêu?,11. Số lượng sản phẩm mua trong một lần của bạn,12. Bạn chấp nhận chi bao nhiêu cho 1 sản phẩm sữa rửa mặt với dung tích 150 ml?,13. Yếu tố quan trọng nhất ảnh hưởng đến việc lựa chọn loại sữa rửa mặt của bạn? ,14. Bạn thường lựa chọn sử dụng sữa rửa mặt thông qua đâu nhất?,15. Bạn hay sử dụng sữa rửa mặt của nước nào? ,16. Bạn thường mua sữa rửa mặt qua kênh online nào?,17. Bạn thường mua sữa rửa mặt qua kênh offline nào?,18. Bạn quan tâm nhất đến những yếu tố nào của nơi bán trực tiếp khi mua sữa rửa mặt? ,19. Bạn quan tâm nhất đến những yếu tố nào của nơi bán online khi mua sữa rửa mặt?,20. Bạn lo ngại điều gì khi sử dụng sữa rửa mặt? ,"21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
b, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Chất lượng]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Thương hiệu]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Giá cả]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Mẫu mã]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Xuất xứ]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Thành phần]","21. Đánh giá MỨC ĐỘ ẢNH HƯỞNG của các yếu tố sau đến quyết định mua hàng của bạn
Thang đo: 1: Rất không ảnh hưởng, 2: Không ảnh hưởng, 3: Hơi không ảnh hưởng, 4: Bình thường, 5: Hơi ảnh hưởng, 6: Ảnh hưởng, 7: Rất ảnh hưởng [Mùi hương]","22. Nếu chúng tôi ra mắt một sản phẩm sữa rửa mặt mới, bạn có sẵn sàng dùng thử hay không?",23. Bạn mong muốn điều gì nhất ở một sản phẩm sữa rửa mặt mới? 
09/02/2023 21:06:19,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ làm trắng da, Hỗ trợ da căng bóng, Giúp loại bỏ lớp trang điểm",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Website của hãng, Các cửa hàng mỹ phẩm","Truyền thông; quảng cáo, Nhân viên tiếp thị, Tư vấn từ bác sĩ",Chiết xuất từ thiên nhiên,Dạng gel,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Xuất xứ,"Review từ KOL, beauty blogger, người nổi tiếng",Hàn Quốc,Các trang mạng xã hội,Các cửa hàng mỹ phẩm,Uy tín của cửa hàng,Số lượng người theo dõi,"Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",6.0,7.0,5.0,4.0,6.0,7.0,6.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
09/02/2023 21:09:02,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Hỗ trợ làm trắng da, Cấp ẩm; cân bằng độ pH, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Sau khi về nhà, Trước khi đi ngủ","Các sàn thương mại điện tử, Website của hãng, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Nhân viên tiếp thị, Bạn bè",Chiết xuất từ thiên nhiên,Dạng gel,Có,"Táo, Đào",Nha đam,"Hoa hồng, Anh đào, Trà xanh",Trên 150 ml - 300 ml,Từ 3-5 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Giá cả,Tư vấn từ bác sĩ/chuyên gia về da liễu,"Mỹ, Hàn Quốc, Đức","Website của hãng, Sàn thương mại điện tử","Cửa hàng chính hãng, Siêu thị, Nhà thuốc",Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Tác dụng phụ; gây kích ứng; bong tróc da, Không có hiệu quả hoặc hiệu quả kém",7.0,7.0,7.0,5.0,4.0,6.0,7.0,Chưa biết,Sản phẩm được tích hợp nhiều công dụng
09/02/2023 21:11:28,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Cấp ẩm; cân bằng độ pH, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,Trên 300 ml - 500 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng","Mỹ, Hàn Quốc",Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Giá cả,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",7.0,5.0,7.0,4.0,3.0,6.0,1.0,Có,Sản phẩm chuyên sâu với hiệu quả cao
09/02/2023 21:11:54,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Cấp ẩm; cân bằng độ pH, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm",Da hỗn hợp,1 lần/ngày,"Sau khi về nhà, Trước khi đi ngủ","Các sàn thương mại điện tử, Hàng xách tay, Các cửa hàng mỹ phẩm","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Xuất xứ,"Review trên các kênh social media (Youtube, Tik Tok, Instagram,...)",Canada,Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",4.0,4.0,2.0,1.0,3.0,4.0,1.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
09/02/2023 21:13:38,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Website của hãng, Nhà thuốc","Truyền thông; quảng cáo, Tự tìm hiểu, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,Mình không thích hương liệu trái cây,mình không thích hương liệu rau củ,Tràm trà,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ các trang web, blog,... về làm đẹp","Mỹ, Nhật Bản, Việt Nam",Sàn thương mại điện tử,Nhà thuốc,Uy tín của cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,5.0,5.0,3.0,4.0,7.0,2.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
09/02/2023 21:14:32,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ da căng bóng, Cấp ẩm; cân bằng độ pH, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da hỗn hợp,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Cửa hàng của hãng, Siêu thị; trung tâm thương mại","Chuyên viên, Tự tìm hiểu",Chiết xuất từ thiên nhiên,Dạng gel,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Thành phần,"Review trên các kênh social media (Youtube, Tik Tok, Instagram,...)","Hàn Quốc, Pháp",Website của hãng,Siêu thị,Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,4.0,5.0,4.0,6.0,6.0,4.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
09/02/2023 21:18:00,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ làm trắng da, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da khô,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Tự tìm hiểu",Chiết xuất từ thiên nhiên,Dạng gel,Có,Dâu,Nha đam,Hoa hồng,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Giá cả,"Review từ các trang web, blog,... về làm đẹp","Hàn Quốc, Pháp",Sàn thương mại điện tử,"Siêu thị, Các cửa hàng mỹ phẩm",Giá cả,Đánh giá từ những người đã mua,Không có hiệu quả hoặc hiệu quả kém,7.0,6.0,7.0,5.0,5.0,7.0,7.0,Có,Sản phẩm chuyên sâu với hiệu quả cao
09/02/2023 21:19:41,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Hỗ trợ làm trắng da, Hỗ trợ da căng bóng, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da lành tính,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Cửa hàng của hãng, Siêu thị; trung tâm thương mại, Cửa hàng tiện lợi","Truyền thông; quảng cáo, Gia đình; người thân, Bạn bè",Chiết xuất từ thiên nhiên,Dạng gel,Có,"Táo, Đào","Thảo mộc, Nha đam","Anh đào, Trà xanh",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng","Nhật Bản, Hàn Quốc, Pháp",Sàn thương mại điện tử,"Siêu thị, Các cửa hàng mỹ phẩm",Uy tín của cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",5.0,6.0,5.0,5.0,5.0,6.0,6.0,Chưa biết,Sản phẩm được tích hợp nhiều công dụng
09/02/2023 21:21:12,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Cửa hàng của hãng","Truyền thông; quảng cáo, Gia đình; người thân, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Thành phần,Review từ người quen,"Mỹ, Canada, Đức",Sàn thương mại điện tử,Cửa hàng chính hãng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Đánh giá từ những người đã mua,"Hàng giả; hàng nhái",6.0,6.0,6.0,5.0,5.0,6.0,5.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
09/02/2023 21:22:28,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da khô,Ít hơn 1 lần/ngày,"Sau khi về nhà, Trước khi đi ngủ",Các cửa hàng mỹ phẩm,"Gia đình; người thân, Tự tìm hiểu, Bạn bè",Chiết xuất từ thiên nhiên,Dạng bọt,Có,Đào,Nha đam,"Lavender, Anh đào, Trà xanh",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ các trang web, blog,... về làm đẹp",Hàn Quốc,Website của hãng,Các cửa hàng mỹ phẩm,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",5.0,4.0,3.0,3.0,4.0,5.0,3.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
09/02/2023 21:24:06,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,1 lần/ngày,Trước khi đi ngủ,Các sàn thương mại điện tử,"Gia đình; người thân, Tự tìm hiểu",Chiết xuất từ thiên nhiên,Dạng gel,Không,,,,Trên 300 ml - 500 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng","Mỹ, Hàn Quốc, Pháp",Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,6.0,6.0,4.0,5.0,6.0,4.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
09/02/2023 21:27:12,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da hỗn hợp,1 lần/ngày,Trước khi đi ngủ,"Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm","Truyền thông; quảng cáo, Nhân viên tiếp thị, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,Táo,"Dưa leo, Nha đam","Trà xanh, Hoa cúc",50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng",Pháp,Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Uy tín của cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",6.0,7.0,6.0,4.0,3.0,6.0,4.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
09/02/2023 21:31:21,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Website của hãng","Truyền thông; quảng cáo, Gia đình; người thân, Bạn bè",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Có,"Dâu, Việt quất","Dưa leo, Nha đam","Lavender, Hoa hồng, Trà xanh",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Xuất xứ,"Review từ KOL, beauty blogger, người nổi tiếng","Mỹ, Nhật Bản, Hàn Quốc","Website của hãng, Sàn thương mại điện tử","Cửa hàng chính hãng, Siêu thị",Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái",7.0,6.0,5.0,4.0,3.0,2.0,1.0,Có,Sản phẩm được tích hợp nhiều công dụng
09/02/2023 21:31:23,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ làm trắng da, Cấp ẩm; cân bằng độ pH, Giúp loại bỏ lớp trang điểm",Da dầu,1 lần/ngày,Trước khi đi ngủ,"Các sàn thương mại điện tử, Website của hãng, Cửa hàng của hãng","Nhân viên tiếp thị, Chuyên viên, Gia đình; người thân",Chiết xuất từ thiên nhiên,Dạng sữa,Có,"Dâu, Táo, Mâm xôi","Dưa leo, Thảo mộc, Nha đam","Lavender, Hoa hồng, Trà xanh",50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,Review từ người quen,"Canada, Nhật Bản, Hàn Quốc","Website của hãng, Sàn thương mại điện tử, Các trang mạng xã hội","Cửa hàng chính hãng, Các cửa hàng mỹ phẩm, Cửa hàng tiện lợi",Uy tín của cửa hàng,Đánh giá từ những người đã mua,"Hàng giả; hàng nhái, Không có hiệu quả hoặc hiệu quả kém",6.0,6.0,6.0,6.0,6.0,6.0,6.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
09/02/2023 21:32:02,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da lành tính,Ít hơn 1 lần/ngày,Sau khi về nhà,"Các cửa hàng mỹ phẩm, Siêu thị; trung tâm thương mại, Nhà thuốc","Tự tìm hiểu, Bạn bè",Chiết xuất từ thiên nhiên,Dạng kem,Có,Chanh,Thảo mộc,Hoa hồng,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Xuất xứ,"Review từ các trang web, blog,... về làm đẹp",Nhật Bản,Website của hãng,"Siêu thị, Các cửa hàng mỹ phẩm",Giá cả,"Chính sách khuyến mãi, ưu đãi","Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",7.0,4.0,5.0,4.0,6.0,6.0,6.0,Không,Sản phẩm lành tính với nhiều loại da
09/02/2023 21:32:58,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da mụn,Ít hơn 1 lần/ngày,"Sau khi về nhà, Trước khi đi ngủ","Tạp hóa, Cửa hàng tiện lợi","Truyền thông; quảng cáo",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,Trên 150 ml - 300 ml,Từ 3-5 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Xuất xứ,"Review từ các trang web, blog,... về làm đẹp",Việt Nam,Các trang mạng xã hội,Tạp hoá,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái",7.0,5.0,5.0,3.0,5.0,7.0,5.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
09/02/2023 21:34:29,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da mụn,Hơn 2 lần/ngày,"Sau khi thức dậy, Trước khi ra đường, Sau khi về nhà","Website của hãng, Các cửa hàng mỹ phẩm",Tư vấn từ bác sĩ,Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,Trên 300 ml - 500 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Xuất xứ,Tư vấn từ bác sĩ/chuyên gia về da liễu,"Pháp, Đức",Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Uy tín của cửa hàng,"Chính sách khuyến mãi, ưu đãi","Tác dụng phụ; gây kích ứng; bong tróc da",7.0,6.0,6.0,2.0,5.0,5.0,3.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
09/02/2023 21:34:41,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da dầu,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Website của hãng, Các cửa hàng mỹ phẩm","Tư vấn từ bác sĩ, Chuyên viên",Chiết xuất từ các hoạt chất hóa học,Dạng gel,Không,,,,Trên 300 ml - 500 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Thành phần,Tư vấn từ bác sĩ/chuyên gia về da liễu,"Mỹ, Nhật Bản, Hàn Quốc",Sàn thương mại điện tử,"Cửa hàng chính hãng, Các cửa hàng mỹ phẩm",Uy tín của cửa hàng,"Chính sách khuyến mãi, ưu đãi","Hàng giả; hàng nhái, Không có hiệu quả hoặc hiệu quả kém",7.0,7.0,5.0,4.0,6.0,7.0,5.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
09/02/2023 21:38:17,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Hỗ trợ da căng bóng, Hỗ trợ da hấp thu dưỡng chất cho những bước dưỡng sau, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;...",Da lành tính,Ít hơn 1 lần/ngày,Trước khi make-up,Website của hãng,"Truyền thông; quảng cáo, Tư vấn từ bác sĩ, Chuyên viên",Chiết xuất từ các hoạt chất hóa học,Dạng sữa,Có,"Táo, Mâm xôi, Việt quất",Cà chua,Anh đào,Trên 300 ml - 500 ml,Từ 3-5 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Xuất xứ,"Review từ KOL, beauty blogger, người nổi tiếng",Nhật Bản,Các trang mạng xã hội,Nhà thuốc,Mật độ cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)",Sản phẩm không có nguồn gốc rõ ràng,2.0,3.0,4.0,4.0,3.0,4.0,2.0,Không,Sản phẩm lành tính với nhiều loại da
09/02/2023 21:38:23,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nam,"Hỗ trợ làm trắng da, Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da nhạy cảm,Ít hơn 1 lần/ngày,Sau khi về nhà,"Các cửa hàng mỹ phẩm, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Tự tìm hiểu",Chiết xuất từ thiên nhiên,Dạng gel,Có,Chanh,Thảo mộc,Trà xanh,Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 100.000 vnđ - 200.000 vnđ/150 ml,Thành phần,"Review từ các trang web, blog,... về làm đẹp","Nhật Bản, Hàn Quốc, Việt Nam",Website của hãng,"Cửa hàng chính hãng, Siêu thị, Các cửa hàng mỹ phẩm","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Sản phẩm không có nguồn gốc rõ ràng",4.0,3.0,3.0,3.0,3.0,4.0,3.0,Chưa biết,Sản phẩm được tích hợp nhiều công dụng
09/02/2023 21:38:43,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da khô,2 lần/ngày,"Sau khi thức dậy, Trước khi đi ngủ","Các sàn thương mại điện tử, Các cửa hàng mỹ phẩm, Siêu thị; trung tâm thương mại","Truyền thông; quảng cáo, Bạn bè",Chiết xuất từ thiên nhiên,Dạng kem,Có,"Cherry, Đào","Nha đam, Rau má","Anh đào, Trà xanh",Trên 150 ml - 300 ml,Từ 1-2 sản phẩm/1 lần mua,Từ 200.000 vnđ - 500.000 vnđ/ 150 ml,Thành phần,"Review từ KOL, beauty blogger, người nổi tiếng","Nhật Bản, Hàn Quốc",Sàn thương mại điện tử,Các cửa hàng mỹ phẩm,Uy tín của cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái, Tác dụng phụ; gây kích ứng; bong tróc da",7.0,6.0,5.0,1.0,2.0,4.0,3.0,Chưa biết,Sản phẩm chuyên sâu với hiệu quả cao
09/02/2023 21:43:06,Từ 18 - 25 tuổi,TP.HCM,Đã từng,,Nữ,"Loại bỏ bụi bẩn; dầu thừa; tế bào chết;..., Giúp loại bỏ lớp trang điểm, Ngăn ngừa các bệnh về da như: mụn; viêm lỗ chân lông;...",Da mụn,2 lần/ngày,"Sau khi thức dậy, Sau khi về nhà","Hàng xách tay, Website của hãng, Nhà thuốc","Tư vấn từ bác sĩ, Gia đình; người thân",Chiết xuất từ thiên nhiên,Dạng gel,Có,Đào,Thảo mộc,Lavender,50 ml - 150 ml,Từ 1-2 sản phẩm/1 lần mua,Trên 500.000 vnđ/150 ml,Thành phần,Tư vấn từ bác sĩ/chuyên gia về da liễu,Pháp,Website của hãng,"Cửa hàng chính hãng, Nhà thuốc",Uy tín của cửa hàng,"Nguồn thông tin minh bạch (giấy phép kinh doanh, xuất xứ sản phẩm,...)","Hàng giả; hàng nhái",7.0,7.0,4.0,4.0,7.0,7.0,4.0,Chưa biết,Sản phẩm lành tính với nhiều loại da
